"","lon","lat","dt","EcoROMS_original","Marxan_raw","swor","lbst","casl","blshobs","blshtrk"
"794",-126.416264214161,37.112057627655,2005-11-07,0.413417398929596,-0.261349707841873,0.828081130981445,0.596761703491211,0.0107823507860303,0.549895226955414,0.305164843797684
"795",-126.112470351243,37.112057627655,2005-11-26,0.799239456653595,0.488474190235138,0.888046860694885,0.359557002782822,0.024605693295598,0.50925612449646,0.162977769970894
"796",-125.808676488324,37.112057627655,2005-09-02,0.587533831596375,0.181141436100006,0.846773207187653,0.474800437688828,0.00591916823759675,0.60663115978241,0.309947788715363
"797",-125.504882625405,37.112057627655,2005-09-26,0.567415297031403,0.50762015581131,0.686679184436798,0.3340183198452,0.0166887771338224,0.460846364498138,0.256801933050156
"798",-125.201088762487,37.112057627655,2005-11-05,0.400050073862076,-0.00992555823177099,0.770787835121155,0.5233274102211,0.0118352081626654,0.620310068130493,0.355895191431046
"799",-124.897294899568,37.112057627655,2005-08-09,-0.0797564908862114,-0.452349007129669,0.600302696228027,0.715905070304871,0.00197002734057605,0.452698707580566,0.712688088417053
"800",-124.593501036649,37.112057627655,2005-09-29,0.41654971241951,0.223350256681442,0.817159533500671,0.477775633335114,0.00359851727262139,0.786847174167633,0.406731933355331
"801",-124.289707173731,37.112057627655,2005-09-07,0.612141668796539,0.455242961645126,0.804722130298615,0.397013753652573,0.0101975211873651,0.741417825222015,0.334400981664658
"802",-123.985913310812,37.112057627655,2005-08-21,0.146492585539818,-0.0311231389641762,0.548459410667419,0.58191967010498,0.019961804151535,0.778420567512512,0.450967639684677
"803",-123.682119447893,37.112057627655,2005-11-16,0.135268226265907,0.035211268812418,0.492699444293976,0.420789748430252,0.0945591405034065,0.522438764572144,0.468082159757614
"804",-123.378325584975,37.112057627655,2005-09-15,0.0682848244905472,-0.146835446357727,0.5939701795578,0.637710213661194,0.00951066613197327,0.710907220840454,0.532850742340088
"805",-123.074531722056,37.112057627655,2005-10-09,0.16886930167675,0.0681818202137947,0.572387039661407,0.48629629611969,0.00459799729287624,0.693636357784271,0.439473450183868
"806",-122.770737859138,37.112057627655,2005-11-02,-0.649292647838593,-0.441025644540787,0.154247626662254,0.625275373458862,0.467965692281723,0.631220757961273,0.532251417636871
"807",-122.466943996219,37.112057627655,2005-08-29,-0.739806711673737,-0.594702005386353,0.0920626223087311,0.770006418228149,0.942738890647888,0.561931312084198,0.384585320949554
"808",-131.580759883778,37.4158514905737,2005-10-22,0.686998188495636,0.627283811569214,0.797848045825958,0.347831815481186,0.0024931188672781,0.702098071575165,0.164227694272995
"809",-131.276966020859,37.4158514905737,2005-09-20,0.589696824550629,0.48074534535408,0.706372797489166,0.419719725847244,0.00459347339347005,0.650421917438507,0.0663603395223618
"810",-130.973172157941,37.4158514905737,2005-10-03,0.801751852035522,0.586387455463409,0.869609236717224,0.391349196434021,0.000613742333371192,0.570611119270325,0.107850834727287
"811",-130.669378295022,37.4158514905737,2005-10-06,0.78617262840271,0.522012591362,0.888199865818024,0.397466987371445,0.000706481572706252,0.575454950332642,0.110501803457737
"812",-130.365584432103,37.4158514905737,2005-10-15,0.757040083408356,0.579354822635651,0.762611150741577,0.36633563041687,0.000334064912749454,0.656208455562592,0.0847145617008209
"813",-130.061790569185,37.4158514905737,2005-09-07,0.72510439157486,0.327365726232529,0.827030837535858,0.456452935934067,0.00166912015993148,0.438773334026337,0.103072233498096
"814",-129.757996706266,37.4158514905737,2005-10-02,0.735701739788055,0.789340078830719,0.71983128786087,0.30330291390419,0.00133511959575117,0.592329680919647,0.0793331786990166
"815",-129.454202843348,37.4158514905737,2005-08-08,0.462427735328674,0.167539268732071,0.788135588169098,0.54080730676651,0.00136922032106668,0.499130457639694,0.213678434491158
"816",-129.150408980429,37.4158514905737,2005-09-17,0.944210350513458,0.746898233890533,0.839681625366211,0.313537865877151,0.000756934459786862,0.598946034908295,0.0553667731583118
"817",-128.84661511751,37.4158514905737,2005-09-16,0.768250584602356,0.392500013113022,0.816991209983826,0.459798514842987,0.000939649238716811,0.67225706577301,0.0416521914303303
"818",-128.542821254592,37.4158514905737,2005-08-23,0.639209389686584,0.279187828302383,0.83317893743515,0.490372121334076,0.000884548237081617,0.659219145774841,0.110303543508053
"819",-128.239027391673,37.4158514905737,2005-08-24,0.752740025520325,0.45591938495636,0.885710299015045,0.457334220409393,0.00117460952606052,0.602858304977417,0.199009478092194
"820",-127.935233528754,37.4158514905737,2005-11-14,0.714511334896088,0.0574443154036999,0.86785501241684,0.472979217767715,0.00276812212541699,0.603369235992432,0.109489567577839
"821",-127.631439665836,37.4158514905737,2005-09-14,0.635867118835449,0.480153650045395,0.757793128490448,0.404864102602005,0.00251273973844945,0.711892247200012,0.093937560915947
"822",-127.327645802917,37.4158514905737,2005-11-15,0.613114535808563,0.262916177511215,0.893234431743622,0.466794729232788,0.00784099847078323,0.598433375358582,0.367516666650772
"823",-127.023851939998,37.4158514905737,2005-11-06,0.510738670825958,-0.00371747207827866,0.83805239200592,0.514490306377411,0.002620171289891,0.56620842218399,0.258666217327118
"824",-126.72005807708,37.4158514905737,2005-09-30,0.460548400878906,0.0727969333529472,0.846963763237,0.534386038780212,0.00113220000639558,0.693135619163513,0.435559958219528
"825",-126.416264214161,37.4158514905737,2005-11-14,0.719726026058197,0.376318871974945,0.735111236572266,0.361305177211761,0.0175510570406914,0.411021947860718,0.193924576044083
"826",-126.112470351243,37.4158514905737,2005-11-22,0.726051926612854,0.390433818101883,0.85922235250473,0.369091778993607,0.00756158400326967,0.309795767068863,0.314902424812317
"827",-125.808676488324,37.4158514905737,2005-08-23,0.158655777573586,-0.350253820419312,0.718770861625671,0.687531471252441,0.00237804558128119,0.440524071455002,0.643393337726593
"828",-125.504882625405,37.4158514905737,2005-11-26,0.741864740848541,0.578485190868378,0.866348028182983,0.343028545379639,0.0386231541633606,0.523814380168915,0.312312752008438
"829",-125.201088762487,37.4158514905737,2005-10-22,0.717897534370422,0.72228991985321,0.770915687084198,0.318545043468475,0.0130049232393503,0.51613175868988,0.248907387256622
"830",-124.897294899568,37.4158514905737,2005-11-01,0.486398011445999,0.272727280855179,0.79150116443634,0.423072129487991,0.0139186531305313,0.650906801223755,0.309329360723495
